,dataSetName,archiveType,geo_meanLat,geo_meanLon,geo_meanElev,paleoData_variableName,paleoData_units,paleoData_proxy,paleoData_proxyGeneral,time_variableName,compilationName,TSID
293,Asi-CHIN054.Shao.2013,tree,37.45,97.78,2810.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_088
294,Asi-MONG004.Jacoby.2013,tree,47.95,107.45,3700.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_166
295,NAm-ParkMountain.Wilson.2005,tree,50.6,-118.6,1830.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1636
296,NAm-ParkMountain.Wilson.2005,tree,50.6,-118.6,1830.0,MXD,,MXD,,year,Pages2kTemperature,NAm_1648
297,NAm-GreatBasin.Salzer.2013,tree,37.0,-116.5,700.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_028
298,NAm-SpillwayLakeYosemiteNationalPark.King.2000,tree,37.8,-119.2,3300.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_796
299,Asi-NEPA019.Krusic.2013,tree,29.47,82.12,6400.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_172
300,Ocn-JacafFjord.Sepulveda.2009,marine sediment,-44.33,-72.97,-510.0,temperature,degC,alkenone,,year,Pages2kTemperature,LPD6315f935
301,Asi-PAKI023.Cook.2013,tree,35.9,71.73,3000.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_193
302,Asi-JAPA014.Yasue.2013,tree,43.5,143.2,2050.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_115
303,Ocn-Palmyra.Cobb.2013,coral,5.87,-162.13,-7.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_139
304,NAm-MtStHelens.Briffa.1996,tree,46.2,-122.2,1200.0,MXD,,MXD,,year,Pages2kTemperature,NAm_3436
305,NAm-Sugarloaf.Kenigsberg.2013,tree,60.1,-134.4,1330.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2008
306,Asi-MQACJP.PAGES2k.2013,tree,35.07,100.35,2600.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_078
307,Asi-MONG020.Jacoby.2010,tree,48.27,88.87,2400.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_144
308,Asi-KYRG009.Shiyatov.2013,tree,39.92,71.47,2900.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_127
309,Asi-WULANJ.PAGES2k.2013,tree,37.03,98.68,3040.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_066
310,Asi-PAKI040.Cook.2011,tree,35.35,71.8,3900.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_214
311,Asi-CentralChina.Wang.1998,documents,29.0,113.0,3000.0,temperature,index,historic,,year,Pages2kTemperature,Asia_320
312,Ocn-ArabianSea.Doose-Rolinski.2001,marine sediment,24.83,65.92,-695.0,temperature,degC,alkenone,,year,Pages2kTemperature,O2kLR_114
313,Eur-EuropeanAlps.Buentgen.2011,tree,47.0,10.7,2050.0,trsgi,,TRW,,year,Pages2kTemperature,Eur_017
314,Asi-MONG012.Jacoby.2006,tree,48.98,103.22,2950.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_160
315,NAm-BasinPond.Gajewski.1988,lake sediment,44.5,-70.1,124.0,temperature,degC,pollen,,year,Pages2kTemperature,NAm_3801
316,Asi-SihailongwaLake.Chu.2011,lake sediment,42.17,126.36,1000.0,temperature,degC,alkenone,,year,Pages2kTemperature,LPDdc74a376
317,Ocn-PedradeLume-CapeVerdeIslands.Moses.2006,coral,16.76,-22.8883,-5.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_107
318,Asi-PAKI030.Cook.2013,tree,35.88,74.18,3630.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_201
319,Ocn-AqabaJordanAQ18.Heiss.1999,coral,29.42,34.97,-1.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_014
320,Arc-Hvitarvatn.Larsen.2011,lake sediment,64.6,-19.8,422.0,thickness,cm,varve thickness,,year,Pages2kTemperature,Arc_021
321,Ocn-BiscayneBay.Swart.1996,coral,25.38,-80.17,-10.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_118
322,Asi-CHIN005.Sheppard.2013,tree,37.0,98.08,100.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_049
323,Asi-NEPA032.Krusic.2013,tree,27.67,87.2,3300.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_176
324,Asi-PAKI027.Cook.2013,tree,35.35,71.93,2670.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_198
325,Asi-MCCHFH.Sano.2008,tree,21.67,104.1,3600.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_228
326,NAm-MountWashington.Graybill.1994,tree,38.5,-114.2,3415.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_3016
327,NAm-MountAdamsLow.Peterson.1994,tree,46.2,-121.5,1495.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_3556
328,NAm-OregonCaves.Ersek.2012,speleothem,42.083,-123.416,1200.0,d18O,permil,d18O,,year,Pages2kTemperature,NAm_3870
329,Asi-BT018.Cook.2010,tree,27.95,89.75,2150.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_035
330,Aus-DuckholeLake.Saunders.2013,lake sediment,-43.3646,146.8749,150.0,RABD660_670,,reflectance,,year,Pages2kTemperature,LPD335d863f
332,Asi-KYRG003.Esper.2007,tree,40.17,72.58,3700.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_122
333,Arc-Tornetrask.Melvin.2012,tree,68.26,19.6,320.0,temperature,degC,MXD,,year,Pages2kTemperature,Arc_012mxd
334,Asi-MQBXJP.PAGES2k.2013,tree,34.78,99.78,800.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_052
335,Asi-CHIN055.Shao.2013,tree,37.52,97.05,100.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_089
336,Asi-HBHXJP.PAGES2k.2013,tree,34.78,100.82,2100.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_060
337,NAm-SnakeCreek.Kenigsberg.2013,tree,59.6,-133.4,1350.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1996
338,NAm-ElephantMountain.Conkey.1994,tree,44.8,-70.8,930.0,MXD,,MXD,,year,Pages2kTemperature,NAm_2704
339,Asi-CHIN046.Brauning.2013,tree,31.12,97.03,3150.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_221
340,Ocn-GreatBarrierReef.Hendy.2002,coral,-18.315,146.595,-10.0,temperature,degC,Coral Sr/Ca,,year,Pages2kTemperature,O2kLR_150
341,NAm-FlowerLake.Graybill.1995,tree,36.5,-118.2,3291.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_616
342,NAm-PintlersTwo.Littell.2011,tree,46.0,-113.4,2750.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2836
344,Ocn-Guadeloupe.Steinhilber.2010,coral,16.2,-61.49,-1.7,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_098
345,NAm-Ymir.Wilson.2005,tree,49.4,-117.2,1980.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1600
346,NAm-BurntOver.D'Arrigo.2005,tree,65.2,-162.3,259.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_256
347,Asi-NEPA042.Krusic.2010,tree,27.83,88.02,3300.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_181
348,Ocn-CapeGhir.Doose-Rolinski.2007,marine sediment,30.85,-10.2685,-900.0,temperature,degC,alkenone,,year,Pages2kTemperature,O2kLR_112
349,Asi-TIANMU.PAGES2k.2013,tree,30.33,119.43,3539.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_065
350,Asi-VIET001.Buckley.2010,tree,12.22,108.73,3900.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_229
351,Asi-RUSS236.Sano.2009,tree,55.0,160.5,1350.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_133
353,Arc-BrayaSoe.D'Andrea.2011,lake sediment,67.0,-50.7,170.0,temperature,degC,alkenone,,year,Pages2kTemperature,Arc_042
354,NAm-FremontGlacier.Hill.0,tree,43.0,-109.6,3292.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_016
355,Ocn-PigmyBasin.Richey.2015,marine sediment,27.2,-91.42,-2259.0,temperature,degC,foram Mg/Ca,,year,Pages2kTemperature,LPD572f7cc3
356,Asi-MONG018.Jacoby.2010,tree,49.97,90.98,1300.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_142
357,Ocn-RarotongaSrCa2r.Linsley.2006,coral,-21.2378,-159.8278,-18.3,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_149
358,Ocn-MD95-2011.Grimalt.2002,marine sediment,66.97,7.63,-1048.0,temperature,degC,alkenone,,year,Pages2kTemperature,O2kLR_105
359,Asi-MQRXJP.PAGES2k.2013,tree,34.75,99.68,100.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_055
360,Asi-MONG025.Jacoby.2010,tree,48.7,88.8,4400.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_150
362,Asi-UULLWW.Schweingruber.2002,tree,50.48,87.65,2150.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_013
363,Asi-PAKI003.Esper.2007,tree,36.03,74.58,3300.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_188
364,Asi-PAKI016.Esper.2007,tree,35.17,75.5,3050.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_212
366,NAm-UpperWrightLakes.Graumlich.2005,tree,36.4,-118.2,3519.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_880
367,Asi-CHIN051.Shao.2013,tree,37.47,97.22,3000.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_085
368,Afr-LakeMalawi.Powers.2011,lake sediment,-10.0033,34.2883,477.0,temperature,degC,TEX86,,year,Pages2kTemperature,Malawi05
369,Ocn-GulfofMaine.Wanamaker.2007,bivalve,43.6561,-69.8017,-30.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_122
370,Ocn-MinorcaContourite.Moreno.2012,marine sediment,40.5,4.03,-2394.0,temperature,degC,alkenone,,year,Pages2kTemperature,LPD10e9f8f7
371,Asi-ZHANGX.PAGES2k.2010,tree,34.63,104.47,2900.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_069
372,Afr-LakeTanganyika.Tierney.2010,lake sediment,-6.03,28.53,905.0,temperature,degC,TEX86,,year,Pages2kTemperature,Africa_004
373,Ocn-AmedeeIsland.DeLong.2012,coral,-22.475,166.4667,-3.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_134
374,NAm-SouthernAlaskacomposite.D'Arrigo.2006,tree,56.0,-132.0,,trsgi,,TRW,,year,Pages2kTemperature,NAm_436
375,NAm-PeytoLake.Schweingruber.1996,tree,51.8,-116.2,2050.0,MXD,,MXD,,year,Pages2kTemperature,NAm_1240
376,Asi-HRPCSM.PAGES2k.2013,tree,35.88,74.88,3100.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_215
377,NAm-LacNoir.Paquette.2013,lake sediment,45.8,-75.1,176.0,temperature,degC,pollen,,year,Pages2kTemperature,NAm_3853
378,Asi-MONG033.Jacoby.2010,tree,49.37,94.88,2800.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_146
380,Asi-ENEPAB.PAGES2k.2013,tree,27.73,87.2,3300.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_182
381,Eur-EasternCarpathianMountains.Popa.2008,tree,47.0,25.3,1820.0,trsgi,,TRW,,year,Pages2kTemperature,Eur_016
382,Asi-CHIN043.Brauning.2013,tree,29.3,91.97,3900.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_220
383,Asi-ZhejiangAndFujian.Zhang.1980,documents,25.0,118.0,2400.0,temperature,index,historic,,year,Pages2kTemperature,Asia_327
384,NAm-AlmondButterUpper.D'Arrigo.2005,tree,65.2,-162.2,213.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_244
385,NAm-NorthernAlaskaComposite.D'Arrigo.2006,tree,67.0,-152.0,200.0,MXD,,MXD,,year,Pages2kTemperature,NAm_3760
386,NAm-FortChimo.Fritts.1981,tree,58.4,-68.4,46.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_916
388,Asi-PAKI031.Cook.2013,tree,35.5,74.08,3600.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_206
389,Ocn-CariacoBasin.Lea.2003,marine sediment,10.7,-64.94,-790.0,temperature,degC,foram Mg/Ca,,year,Pages2kTemperature,LPDcda1c277
390,Ocn-DryTortugas.DeLong.2014,coral,24.6,-82.3,-4.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_123
391,NAm-CottonwoodPass.Briffa.1996,tree,38.7,-107.6,3700.0,MXD,,MXD,,year,Pages2kTemperature,NAm_2512
392,NAm-CottonwoodPass.Briffa.1996,tree,38.7,-107.6,3700.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2500
393,Asi-NEPA021.Krusic.2013,tree,27.5,88.02,3400.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_179
394,Arc-BlueLake.Bird.2008,lake sediment,68.09,-150.47,1275.0,thickness,cm,varve thickness,,year,Pages2kTemperature,Arc_001
395,Ocn-GingerbreadsBahamas.Saenger.2009,coral,25.84,-78.62,-4.0,calcification,cm/yr,calcification,,year,Pages2kTemperature,Ocean2kHR_130
396,Asi-PAKI011.Esper.2007,tree,36.58,75.08,3276.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_204
397,Asi-PAKI004.Esper.2007,tree,36.03,74.58,3800.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_189
398,Ocn-SouthIceland.Sicre.2011,marine sediment,57.45,-27.91,-2630.0,temperature,degC,alkenone,,year,Pages2kTemperature,O2kLR_047
399,SAm-CentralAndes6.Villalba.2014,tree,-38.5,-71.5,1400.0,trsgi,,TRW,,year,Pages2kTemperature,SAm_015
400,NAm-Bonif.Schweingruber.1996,tree,55.3,-77.8,50.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1432
401,NAm-Bonif.Schweingruber.1996,tree,55.3,-77.8,50.0,MXD,,MXD,,year,Pages2kTemperature,NAm_1444
402,NAm-Arapahoe.Kienast.1996,tree,40.1,-105.6,3320.0,MXD,,MXD,,year,Pages2kTemperature,NAm_2392
403,Asi-GuangdongAndGuangxi.Zhang.1980,documents,23.5,112.5,2480.0,temperature,index,historic,,year,Pages2kTemperature,Asia_326
404,Asi-CENTIB.PAGES2k.2013,tree,29.35,92.0,2900.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_225
405,Asi-MQAXJP.PAGES2k.2013,tree,35.07,100.35,700.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_051
406,Asi-PAKI035.Cook.2013,tree,36.15,74.18,3900.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_208
407,Asi-MONG017.Jacoby.2010,tree,49.97,91.0,1100.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_141
408,Asi-Dasuopu.Thompson.2000,glacier ice,28.38,85.72,7200.0,d18O,permil,d18O,,year,Pages2kTemperature,Asia_236
409,Asi-UKHEWW.Schweingruber.2002,tree,50.15,85.37,1750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_019
410,"Ocn-SinaiPeninsula,RedSea.Moustafa.2000",coral,27.8483,34.31,-3.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_018
411,Asi-PAKI022.Cook.2013,tree,35.9,71.73,3600.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_192
412,Asi-MONG007.Schweingruber.2013,tree,49.7,91.55,2827.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_159
413,Asi-HXBURU.PAGES2k.2013,tree,43.18,87.18,3400.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_074
414,NAm-TimberGapUpper.Graybill.1995,tree,36.3,-118.4,3261.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_628
415,Asi-CHIN047.Brauning.2013,tree,31.12,97.03,2500.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_218
416,Asi-PAKI010.Esper.2007,tree,36.58,75.08,3740.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_203
418,Ocn-Clipperton6a.Wu.2014,coral,10.2773,-109.2131,-13.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_186
420,Ocn-TongueoftheOceanExuma.Rosenheim.2005,sclerosponge,23.766,-76.053,-136.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_113
421,NAm-WindyRidgeAlaska.D'Arrigo.2005,tree,65.2,-162.2,251.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_280
422,Asi-SODAPS.PAGES2k.2013,tree,48.3,98.93,2500.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_155
423,Arc-Yamalia.Briffa.2013,tree,66.8,68.0,30.0,temperature,degC,TRW,,year,Pages2kTemperature,Arc_100
424,Asi-HBMXJP.PAGES2k.2013,tree,34.78,100.82,3300.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_059
425,Asi-PAKI025.Cook.2013,tree,35.45,74.78,2760.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_197
426,Ocn-CapeHatteras.Cleroux.2008,marine sediment,34.973,-75.201,-620.0,temperature,degC,foram Mg/Ca,,year,Pages2kTemperature,O2kLR_101
427,Asi-LAJQIN.PAGES2k.2013,tree,34.72,100.72,1750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_046
428,Ocn-WesternAntarcticPeninsula.Shevenell.2011,marine sediment,-64.87,-64.2,-1011.0,temperature,degC,TEX86,,year,Pages2kTemperature,LPD2a3997a7
429,Arc-Armarnaes.Bjorklund.2012,tree,65.9,16.1,500.0,density,,delta Density,,year,Pages2kTemperature,Arc_058
430,NAm-HellsKitchenLake.Gajewski.1988,lake sediment,46.2,-89.7,488.0,temperature,degC,pollen,,year,Pages2kTemperature,NAm_3798
432,Asi-MONG006.Jacoby.2006,tree,47.78,107.5,3050.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_162
433,Asi-PAKI018.Cook.2013,tree,35.33,74.8,3200.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_185
434,Ocn-GBR.Wei.2009,coral,-16.7167,146.0333,,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_191
435,Ocn-GBR.Wei.2009,coral,-16.7167,146.0333,,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_190
436,Asi-TH001.Buckley.2010,tree,19.28,98.93,3900.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_226
437,NAm-StarrigawanOldSitka.Kaiser.1996,tree,57.1,-135.4,5.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_484
438,Asi-Guangdong.Zheng.1982,documents,23.16,113.23,3900.0,temperature,index,historic,,year,Pages2kTemperature,Asia_329
439,Ocn-TagusMudPatch.Abrantes.2005,marine sediment,38.556,-9.3498,-96.0,temperature,degC,alkenone,,year,Pages2kTemperature,LPDb7ba9166
440,Ocn-TantabiddiReefNingaloo.Cooper.2012,coral,-21.9,113.9667,-6.0,composite,percent,calcification rate,,year,Pages2kTemperature,LPD8bd4e07e
441,Asi-HBLXJP.PAGES2k.2013,tree,34.78,100.82,4000.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_058
442,NAm-HohLakeHigh.Peterson.1994,tree,47.9,-123.8,1465.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_3520
443,Asi-MQFXJP.PAGES2k.2013,tree,34.75,99.68,700.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_054
444,Asi-PAKI021.Cook.2013,tree,35.68,71.63,3450.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_191
